emp_no,birth_date,first_name,last_name,gender,hire_date,emp_no,dept_no,from_date,to_date,emp_no,salary,from_date,to_date,dept_no,dept_name
10543,1962-10-06,Lein,Lichtman,M,1998-10-16,10543,d002,1998-11-24,9999-01-01,10543,86950,1999-11-24,2000-11-23,d002,Finance
10543,1962-10-06,Lein,Lichtman,M,1998-10-16,10543,d002,1998-11-24,9999-01-01,10543,88398,2000-11-23,2001-11-23,d002,Finance
10543,1962-10-06,Lein,Lichtman,M,1998-10-16,10543,d002,1998-11-24,9999-01-01,10543,89954,2001-11-23,9999-01-01,d002,Finance
10556,1962-12-31,JoAnna,Taubman,F,1992-04-15,10556,d002,1992-04-15,9999-01-01,10556,68797,1992-04-15,1993-04-15,d002,Finance
10556,1962-12-31,JoAnna,Taubman,F,1992-04-15,10556,d002,1992-04-15,9999-01-01,10556,68481,1993-04-15,1994-04-15,d002,Finance
10556,1962-12-31,JoAnna,Taubman,F,1992-04-15,10556,d002,1992-04-15,9999-01-01,10556,71994,1994-04-15,1995-04-15,d002,Finance
10556,1962-12-31,JoAnna,Taubman,F,1992-04-15,10556,d002,1992-04-15,9999-01-01,10556,72374,1995-04-15,1996-04-14,d002,Finance
10556,1962-12-31,JoAnna,Taubman,F,1992-04-15,10556,d002,1992-04-15,9999-01-01,10556,72035,1996-04-14,1997-04-14,d002,Finance
10556,1962-12-31,JoAnna,Taubman,F,1992-04-15,10556,d002,1992-04-15,9999-01-01,10556,74387,1997-04-14,1998-04-14,d002,Finance
10556,1962-12-31,JoAnna,Taubman,F,1992-04-15,10556,d002,1992-04-15,9999-01-01,10556,76083,1998-04-14,1999-04-14,d002,Finance
10556,1962-12-31,JoAnna,Taubman,F,1992-04-15,10556,d002,1992-04-15,9999-01-01,10556,78313,1999-04-14,2000-04-13,d002,Finance
10556,1962-12-31,JoAnna,Taubman,F,1992-04-15,10556,d002,1992-04-15,9999-01-01,10556,81729,2000-04-13,2001-04-13,d002,Finance
10556,1962-12-31,JoAnna,Taubman,F,1992-04-15,10556,d002,1992-04-15,9999-01-01,10556,85801,2001-04-13,2002-04-13,d002,Finance
10556,1962-12-31,JoAnna,Taubman,F,1992-04-15,10556,d002,1992-04-15,9999-01-01,10556,87487,2002-04-13,9999-01-01,d002,Finance
10576,1957-08-23,Xiaoqiu,Krychniak,M,1988-05-17,10576,d002,1991-01-03,9999-01-01,10576,63861,1991-01-03,1992-01-03,d002,Finance
10576,1957-08-23,Xiaoqiu,Krychniak,M,1988-05-17,10576,d002,1991-01-03,9999-01-01,10576,65689,1992-01-03,1993-01-02,d002,Finance
10576,1957-08-23,Xiaoqiu,Krychniak,M,1988-05-17,10576,d002,1991-01-03,9999-01-01,10576,68700,1993-01-02,1994-01-02,d002,Finance
10576,1957-08-23,Xiaoqiu,Krychniak,M,1988-05-17,10576,d002,1991-01-03,9999-01-01,10576,73101,1994-01-02,1995-01-02,d002,Finance
10576,1957-08-23,Xiaoqiu,Krychniak,M,1988-05-17,10576,d002,1991-01-03,9999-01-01,10576,77464,1995-01-02,1996-01-02,d002,Finance
10576,1957-08-23,Xiaoqiu,Krychniak,M,1988-05-17,10576,d002,1991-01-03,9999-01-01,10576,80866,1996-01-02,1997-01-01,d002,Finance
10576,1957-08-23,Xiaoqiu,Krychniak,M,1988-05-17,10576,d002,1991-01-03,9999-01-01,10576,81956,1997-01-01,1998-01-01,d002,Finance
10576,1957-08-23,Xiaoqiu,Krychniak,M,1988-05-17,10576,d002,1991-01-03,9999-01-01,10576,83794,1998-01-01,1999-01-01,d002,Finance
10576,1957-08-23,Xiaoqiu,Krychniak,M,1988-05-17,10576,d002,1991-01-03,9999-01-01,10576,85402,1999-01-01,2000-01-01,d002,Finance
10576,1957-08-23,Xiaoqiu,Krychniak,M,1988-05-17,10576,d002,1991-01-03,9999-01-01,10576,84996,2000-01-01,2000-12-31,d002,Finance
10576,1957-08-23,Xiaoqiu,Krychniak,M,1988-05-17,10576,d002,1991-01-03,9999-01-01,10576,89483,2000-12-31,2001-12-31,d002,Finance
10576,1957-08-23,Xiaoqiu,Krychniak,M,1988-05-17,10576,d002,1991-01-03,9999-01-01,10576,89866,2001-12-31,9999-01-01,d002,Finance
10589,1958-09-25,Subbu,Sanella,M,1994-01-26,10589,d002,1994-01-26,9999-01-01,10589,61272,1996-01-26,1997-01-25,d002,Finance
10589,1958-09-25,Subbu,Sanella,M,1994-01-26,10589,d002,1994-01-26,9999-01-01,10589,61781,1997-01-25,1998-01-25,d002,Finance
10589,1958-09-25,Subbu,Sanella,M,1994-01-26,10589,d002,1994-01-26,9999-01-01,10589,63256,1998-01-25,1999-01-25,d002,Finance
10589,1958-09-25,Subbu,Sanella,M,1994-01-26,10589,d002,1994-01-26,9999-01-01,10589,66695,1999-01-25,2000-01-25,d002,Finance
10589,1958-09-25,Subbu,Sanella,M,1994-01-26,10589,d002,1994-01-26,9999-01-01,10589,68688,2000-01-25,2001-01-24,d002,Finance
10589,1958-09-25,Subbu,Sanella,M,1994-01-26,10589,d002,1994-01-26,9999-01-01,10589,71341,2001-01-24,2002-01-24,d002,Finance
10589,1958-09-25,Subbu,Sanella,M,1994-01-26,10589,d002,1994-01-26,9999-01-01,10589,74418,2002-01-24,9999-01-01,d002,Finance
10644,1962-02-22,Pranas,Benaini,M,1985-05-29,10644,d002,1985-05-29,1995-07-19,10644,75403,1985-05-29,1986-05-29,d002,Finance
10644,1962-02-22,Pranas,Benaini,M,1985-05-29,10644,d002,1985-05-29,1995-07-19,10644,75571,1986-05-29,1987-05-29,d002,Finance
10644,1962-02-22,Pranas,Benaini,M,1985-05-29,10644,d002,1985-05-29,1995-07-19,10644,77859,1987-05-29,1988-05-28,d002,Finance
10644,1962-02-22,Pranas,Benaini,M,1985-05-29,10644,d002,1985-05-29,1995-07-19,10644,78348,1988-05-28,1989-05-28,d002,Finance
10644,1962-02-22,Pranas,Benaini,M,1985-05-29,10644,d002,1985-05-29,1995-07-19,10644,78373,1989-05-28,1990-05-28,d002,Finance
10644,1962-02-22,Pranas,Benaini,M,1985-05-29,10644,d002,1985-05-29,1995-07-19,10644,81040,1990-05-28,1991-05-28,d002,Finance
10644,1962-02-22,Pranas,Benaini,M,1985-05-29,10644,d002,1985-05-29,1995-07-19,10644,81036,1991-05-28,1992-05-27,d002,Finance
10644,1962-02-22,Pranas,Benaini,M,1985-05-29,10644,d002,1985-05-29,1995-07-19,10644,80554,1992-05-27,1993-05-27,d002,Finance
10644,1962-02-22,Pranas,Benaini,M,1985-05-29,10644,d002,1985-05-29,1995-07-19,10644,81806,1993-05-27,1994-05-27,d002,Finance
10644,1962-02-22,Pranas,Benaini,M,1985-05-29,10644,d002,1985-05-29,1995-07-19,10644,81768,1994-05-27,1995-05-27,d002,Finance
10644,1962-02-22,Pranas,Benaini,M,1985-05-29,10644,d002,1985-05-29,1995-07-19,10644,81275,1995-05-27,1995-08-25,d002,Finance
10655,1959-02-02,Remko,Dalton,F,1985-07-14,10655,d002,1997-07-04,2000-11-22,10655,82968,1997-07-04,1998-07-04,d002,Finance
10655,1959-02-02,Remko,Dalton,F,1985-07-14,10655,d002,1997-07-04,2000-11-22,10655,83518,1998-07-04,1999-07-04,d002,Finance
10655,1959-02-02,Remko,Dalton,F,1985-07-14,10655,d002,1997-07-04,2000-11-22,10655,87675,1999-07-04,2000-07-03,d002,Finance
10655,1959-02-02,Remko,Dalton,F,1985-07-14,10655,d002,1997-07-04,2000-11-22,10655,91463,2000-07-03,2001-07-03,d002,Finance
10655,1959-02-02,Remko,Dalton,F,1985-07-14,10655,d002,1997-07-04,2000-11-22,10655,95709,2001-07-03,2002-07-03,d002,Finance
10655,1959-02-02,Remko,Dalton,F,1985-07-14,10655,d002,1997-07-04,2000-11-22,10655,99498,2002-07-03,9999-01-01,d002,Finance
10657,1958-03-09,Juichirou,Kitsuregawa,M,1989-12-31,10657,d002,1992-03-26,9999-01-01,10657,62216,1995-03-26,1996-03-25,d002,Finance
10657,1958-03-09,Juichirou,Kitsuregawa,M,1989-12-31,10657,d002,1992-03-26,9999-01-01,10657,65341,1996-03-25,1997-03-25,d002,Finance
10657,1958-03-09,Juichirou,Kitsuregawa,M,1989-12-31,10657,d002,1992-03-26,9999-01-01,10657,68506,1997-03-25,1998-03-25,d002,Finance
10657,1958-03-09,Juichirou,Kitsuregawa,M,1989-12-31,10657,d002,1992-03-26,9999-01-01,10657,68162,1998-03-25,1999-03-25,d002,Finance
10657,1958-03-09,Juichirou,Kitsuregawa,M,1989-12-31,10657,d002,1992-03-26,9999-01-01,10657,72174,1999-03-25,2000-03-24,d002,Finance
10657,1958-03-09,Juichirou,Kitsuregawa,M,1989-12-31,10657,d002,1992-03-26,9999-01-01,10657,73870,2000-03-24,2001-03-24,d002,Finance
10657,1958-03-09,Juichirou,Kitsuregawa,M,1989-12-31,10657,d002,1992-03-26,9999-01-01,10657,77545,2001-03-24,2002-03-24,d002,Finance
10657,1958-03-09,Juichirou,Kitsuregawa,M,1989-12-31,10657,d002,1992-03-26,9999-01-01,10657,80161,2002-03-24,9999-01-01,d002,Finance
10666,1964-10-03,Zhonghua,Reeker,M,1989-05-20,10666,d002,1989-05-20,9999-01-01,10666,78258,1989-05-20,1990-05-20,d002,Finance
10666,1964-10-03,Zhonghua,Reeker,M,1989-05-20,10666,d002,1989-05-20,9999-01-01,10666,82076,1990-05-20,1991-05-20,d002,Finance
10666,1964-10-03,Zhonghua,Reeker,M,1989-05-20,10666,d002,1989-05-20,9999-01-01,10666,84420,1991-05-20,1992-05-19,d002,Finance
10666,1964-10-03,Zhonghua,Reeker,M,1989-05-20,10666,d002,1989-05-20,9999-01-01,10666,87034,1992-05-19,1993-05-19,d002,Finance
10666,1964-10-03,Zhonghua,Reeker,M,1989-05-20,10666,d002,1989-05-20,9999-01-01,10666,90543,1993-05-19,1994-05-19,d002,Finance
10666,1964-10-03,Zhonghua,Reeker,M,1989-05-20,10666,d002,1989-05-20,9999-01-01,10666,90892,1994-05-19,1995-05-19,d002,Finance
10666,1964-10-03,Zhonghua,Reeker,M,1989-05-20,10666,d002,1989-05-20,9999-01-01,10666,92757,1995-05-19,1996-05-18,d002,Finance
10666,1964-10-03,Zhonghua,Reeker,M,1989-05-20,10666,d002,1989-05-20,9999-01-01,10666,96493,1996-05-18,1997-05-18,d002,Finance
10666,1964-10-03,Zhonghua,Reeker,M,1989-05-20,10666,d002,1989-05-20,9999-01-01,10666,98285,1997-05-18,1998-05-18,d002,Finance
10666,1964-10-03,Zhonghua,Reeker,M,1989-05-20,10666,d002,1989-05-20,9999-01-01,10666,101462,1998-05-18,1999-05-18,d002,Finance
10666,1964-10-03,Zhonghua,Reeker,M,1989-05-20,10666,d002,1989-05-20,9999-01-01,10666,105688,1999-05-18,2000-05-17,d002,Finance
10666,1964-10-03,Zhonghua,Reeker,M,1989-05-20,10666,d002,1989-05-20,9999-01-01,10666,109858,2000-05-17,2001-05-17,d002,Finance
10666,1964-10-03,Zhonghua,Reeker,M,1989-05-20,10666,d002,1989-05-20,9999-01-01,10666,112523,2001-05-17,2002-05-17,d002,Finance
10666,1964-10-03,Zhonghua,Reeker,M,1989-05-20,10666,d002,1989-05-20,9999-01-01,10666,112604,2002-05-17,9999-01-01,d002,Finance
10668,1959-03-20,Maren,Granlund,F,1989-09-25,10668,d002,1997-11-28,1999-09-03,10668,65326,1997-11-28,1998-11-28,d002,Finance
10668,1959-03-20,Maren,Granlund,F,1989-09-25,10668,d002,1997-11-28,1999-09-03,10668,66485,1998-11-28,1999-09-03,d002,Finance
10675,1960-03-26,Ymte,Waschkowski,F,1991-11-05,10675,d002,1993-02-02,9999-01-01,10675,62205,1993-02-02,1994-02-02,d002,Finance
10675,1960-03-26,Ymte,Waschkowski,F,1991-11-05,10675,d002,1993-02-02,9999-01-01,10675,65219,1994-02-02,1995-02-02,d002,Finance
10675,1960-03-26,Ymte,Waschkowski,F,1991-11-05,10675,d002,1993-02-02,9999-01-01,10675,68456,1995-02-02,1996-02-02,d002,Finance
10675,1960-03-26,Ymte,Waschkowski,F,1991-11-05,10675,d002,1993-02-02,9999-01-01,10675,68965,1996-02-02,1997-02-01,d002,Finance
10675,1960-03-26,Ymte,Waschkowski,F,1991-11-05,10675,d002,1993-02-02,9999-01-01,10675,72318,1997-02-01,1998-02-01,d002,Finance
10675,1960-03-26,Ymte,Waschkowski,F,1991-11-05,10675,d002,1993-02-02,9999-01-01,10675,73258,1998-02-01,1999-02-01,d002,Finance
10675,1960-03-26,Ymte,Waschkowski,F,1991-11-05,10675,d002,1993-02-02,9999-01-01,10675,77552,1999-02-01,2000-02-01,d002,Finance
10675,1960-03-26,Ymte,Waschkowski,F,1991-11-05,10675,d002,1993-02-02,9999-01-01,10675,81052,2000-02-01,2001-01-31,d002,Finance
10675,1960-03-26,Ymte,Waschkowski,F,1991-11-05,10675,d002,1993-02-02,9999-01-01,10675,84846,2001-01-31,2002-01-31,d002,Finance
10675,1960-03-26,Ymte,Waschkowski,F,1991-11-05,10675,d002,1993-02-02,9999-01-01,10675,85978,2002-01-31,9999-01-01,d002,Finance
10685,1959-01-14,Zongyan,Cusworth,M,1990-04-24,10685,d002,1995-12-27,1996-10-20,10685,60601,1995-12-27,1996-10-20,d002,Finance
10688,1964-02-28,Xiaopeng,Lanphier,F,1985-03-25,10688,d002,1986-04-13,9999-01-01,10688,88410,1986-04-13,1987-04-13,d002,Finance
10688,1964-02-28,Xiaopeng,Lanphier,F,1985-03-25,10688,d002,1986-04-13,9999-01-01,10688,89818,1987-04-13,1988-04-12,d002,Finance
10688,1964-02-28,Xiaopeng,Lanphier,F,1985-03-25,10688,d002,1986-04-13,9999-01-01,10688,93447,1988-04-12,1989-04-12,d002,Finance
10688,1964-02-28,Xiaopeng,Lanphier,F,1985-03-25,10688,d002,1986-04-13,9999-01-01,10688,95059,1989-04-12,1990-04-12,d002,Finance
10688,1964-02-28,Xiaopeng,Lanphier,F,1985-03-25,10688,d002,1986-04-13,9999-01-01,10688,96837,1990-04-12,1991-04-12,d002,Finance
10688,1964-02-28,Xiaopeng,Lanphier,F,1985-03-25,10688,d002,1986-04-13,9999-01-01,10688,97737,1991-04-12,1992-04-11,d002,Finance
10688,1964-02-28,Xiaopeng,Lanphier,F,1985-03-25,10688,d002,1986-04-13,9999-01-01,10688,101732,1992-04-11,1993-04-11,d002,Finance
10688,1964-02-28,Xiaopeng,Lanphier,F,1985-03-25,10688,d002,1986-04-13,9999-01-01,10688,102592,1993-04-11,1994-04-11,d002,Finance
10688,1964-02-28,Xiaopeng,Lanphier,F,1985-03-25,10688,d002,1986-04-13,9999-01-01,10688,104821,1994-04-11,1995-04-11,d002,Finance
10688,1964-02-28,Xiaopeng,Lanphier,F,1985-03-25,10688,d002,1986-04-13,9999-01-01,10688,106278,1995-04-11,1996-04-10,d002,Finance
10688,1964-02-28,Xiaopeng,Lanphier,F,1985-03-25,10688,d002,1986-04-13,9999-01-01,10688,110338,1996-04-10,1997-04-10,d002,Finance
10688,1964-02-28,Xiaopeng,Lanphier,F,1985-03-25,10688,d002,1986-04-13,9999-01-01,10688,110058,1997-04-10,1998-04-10,d002,Finance
10688,1964-02-28,Xiaopeng,Lanphier,F,1985-03-25,10688,d002,1986-04-13,9999-01-01,10688,109609,1998-04-10,1999-04-10,d002,Finance
10688,1964-02-28,Xiaopeng,Lanphier,F,1985-03-25,10688,d002,1986-04-13,9999-01-01,10688,109765,1999-04-10,2000-04-09,d002,Finance
10688,1964-02-28,Xiaopeng,Lanphier,F,1985-03-25,10688,d002,1986-04-13,9999-01-01,10688,112357,2000-04-09,2001-04-09,d002,Finance
10688,1964-02-28,Xiaopeng,Lanphier,F,1985-03-25,10688,d002,1986-04-13,9999-01-01,10688,114348,2001-04-09,2002-04-09,d002,Finance
10688,1964-02-28,Xiaopeng,Lanphier,F,1985-03-25,10688,d002,1986-04-13,9999-01-01,10688,114919,2002-04-09,9999-01-01,d002,Finance
10727,1959-06-16,Saeed,Kitai,F,1991-01-08,10727,d002,1991-01-08,2000-06-06,10727,62115,1992-01-08,1993-01-07,d002,Finance
10727,1959-06-16,Saeed,Kitai,F,1991-01-08,10727,d002,1991-01-08,2000-06-06,10727,64604,1993-01-07,1994-01-07,d002,Finance
10727,1959-06-16,Saeed,Kitai,F,1991-01-08,10727,d002,1991-01-08,2000-06-06,10727,67812,1994-01-07,1995-01-07,d002,Finance
10727,1959-06-16,Saeed,Kitai,F,1991-01-08,10727,d002,1991-01-08,2000-06-06,10727,71673,1995-01-07,1996-01-07,d002,Finance
10727,1959-06-16,Saeed,Kitai,F,1991-01-08,10727,d002,1991-01-08,2000-06-06,10727,74875,1996-01-07,1997-01-06,d002,Finance
10727,1959-06-16,Saeed,Kitai,F,1991-01-08,10727,d002,1991-01-08,2000-06-06,10727,78073,1997-01-06,1998-01-06,d002,Finance
10727,1959-06-16,Saeed,Kitai,F,1991-01-08,10727,d002,1991-01-08,2000-06-06,10727,80430,1998-01-06,1999-01-06,d002,Finance
10727,1959-06-16,Saeed,Kitai,F,1991-01-08,10727,d002,1991-01-08,2000-06-06,10727,81702,1999-01-06,2000-01-06,d002,Finance
10727,1959-06-16,Saeed,Kitai,F,1991-01-08,10727,d002,1991-01-08,2000-06-06,10727,84461,2000-01-06,2000-06-06,d002,Finance
10731,1952-11-17,Fumitaka,Peak,M,1987-02-20,10731,d002,1987-02-20,2000-10-09,10731,77892,1987-02-20,1988-02-20,d002,Finance
10731,1952-11-17,Fumitaka,Peak,M,1987-02-20,10731,d002,1987-02-20,2000-10-09,10731,79288,1988-02-20,1989-02-19,d002,Finance
10731,1952-11-17,Fumitaka,Peak,M,1987-02-20,10731,d002,1987-02-20,2000-10-09,10731,83211,1989-02-19,1990-02-19,d002,Finance
10731,1952-11-17,Fumitaka,Peak,M,1987-02-20,10731,d002,1987-02-20,2000-10-09,10731,87228,1990-02-19,1991-02-19,d002,Finance
10731,1952-11-17,Fumitaka,Peak,M,1987-02-20,10731,d002,1987-02-20,2000-10-09,10731,87856,1991-02-19,1992-02-19,d002,Finance
10731,1952-11-17,Fumitaka,Peak,M,1987-02-20,10731,d002,1987-02-20,2000-10-09,10731,91116,1992-02-19,1993-02-18,d002,Finance
10731,1952-11-17,Fumitaka,Peak,M,1987-02-20,10731,d002,1987-02-20,2000-10-09,10731,91040,1993-02-18,1994-02-18,d002,Finance
10731,1952-11-17,Fumitaka,Peak,M,1987-02-20,10731,d002,1987-02-20,2000-10-09,10731,92099,1994-02-18,1995-02-18,d002,Finance
10731,1952-11-17,Fumitaka,Peak,M,1987-02-20,10731,d002,1987-02-20,2000-10-09,10731,92632,1995-02-18,1996-02-18,d002,Finance
10731,1952-11-17,Fumitaka,Peak,M,1987-02-20,10731,d002,1987-02-20,2000-10-09,10731,92481,1996-02-18,1997-02-17,d002,Finance
10731,1952-11-17,Fumitaka,Peak,M,1987-02-20,10731,d002,1987-02-20,2000-10-09,10731,92838,1997-02-17,1998-02-17,d002,Finance
10731,1952-11-17,Fumitaka,Peak,M,1987-02-20,10731,d002,1987-02-20,2000-10-09,10731,93400,1998-02-17,1999-02-17,d002,Finance
10731,1952-11-17,Fumitaka,Peak,M,1987-02-20,10731,d002,1987-02-20,2000-10-09,10731,97321,1999-02-17,2000-02-17,d002,Finance
10731,1952-11-17,Fumitaka,Peak,M,1987-02-20,10731,d002,1987-02-20,2000-10-09,10731,98444,2000-02-17,2000-10-09,d002,Finance
10743,1963-12-26,Kiyomitsu,Peltason,M,1985-06-10,10743,d002,1999-11-05,9999-01-01,10743,77435,1999-11-05,2000-11-04,d002,Finance
10743,1963-12-26,Kiyomitsu,Peltason,M,1985-06-10,10743,d002,1999-11-05,9999-01-01,10743,79508,2000-11-04,2001-11-04,d002,Finance
10743,1963-12-26,Kiyomitsu,Peltason,M,1985-06-10,10743,d002,1999-11-05,9999-01-01,10743,80074,2001-11-04,9999-01-01,d002,Finance
10748,1964-04-12,Yuchang,Francisci,F,1990-08-14,10748,d002,1990-08-14,1992-04-04,10748,61621,1993-08-13,1994-08-13,d002,Finance
10748,1964-04-12,Yuchang,Francisci,F,1990-08-14,10748,d002,1990-08-14,1992-04-04,10748,62787,1994-08-13,1995-08-13,d002,Finance
10748,1964-04-12,Yuchang,Francisci,F,1990-08-14,10748,d002,1990-08-14,1992-04-04,10748,62499,1995-08-13,1996-08-12,d002,Finance
10748,1964-04-12,Yuchang,Francisci,F,1990-08-14,10748,d002,1990-08-14,1992-04-04,10748,64250,1996-08-12,1997-08-12,d002,Finance
10748,1964-04-12,Yuchang,Francisci,F,1990-08-14,10748,d002,1990-08-14,1992-04-04,10748,65934,1997-08-12,1998-08-12,d002,Finance
10748,1964-04-12,Yuchang,Francisci,F,1990-08-14,10748,d002,1990-08-14,1992-04-04,10748,67829,1998-08-12,1999-08-12,d002,Finance
10748,1964-04-12,Yuchang,Francisci,F,1990-08-14,10748,d002,1990-08-14,1992-04-04,10748,67798,1999-08-12,2000-08-11,d002,Finance
10748,1964-04-12,Yuchang,Francisci,F,1990-08-14,10748,d002,1990-08-14,1992-04-04,10748,69300,2000-08-11,2001-08-11,d002,Finance
10748,1964-04-12,Yuchang,Francisci,F,1990-08-14,10748,d002,1990-08-14,1992-04-04,10748,73425,2001-08-11,9999-01-01,d002,Finance
10761,1959-04-10,Sumali,Liedekerke,M,1992-05-30,10761,d002,1992-05-30,1999-01-04,10761,60627,1997-05-29,1998-05-29,d002,Finance
10761,1959-04-10,Sumali,Liedekerke,M,1992-05-30,10761,d002,1992-05-30,1999-01-04,10761,60882,1998-05-29,1999-01-04,d002,Finance
10806,1958-10-17,Giap,Matzel,M,1993-04-25,10806,d002,1993-04-25,1994-04-08,10806,63146,1993-04-25,1994-04-25,d002,Finance
10806,1958-10-17,Giap,Matzel,M,1993-04-25,10806,d002,1993-04-25,1994-04-08,10806,64973,1994-04-25,1995-04-25,d002,Finance
10806,1958-10-17,Giap,Matzel,M,1993-04-25,10806,d002,1993-04-25,1994-04-08,10806,66456,1995-04-25,1996-04-24,d002,Finance
10806,1958-10-17,Giap,Matzel,M,1993-04-25,10806,d002,1993-04-25,1994-04-08,10806,66104,1996-04-24,1997-04-24,d002,Finance
10806,1958-10-17,Giap,Matzel,M,1993-04-25,10806,d002,1993-04-25,1994-04-08,10806,69154,1997-04-24,1998-04-24,d002,Finance
10806,1958-10-17,Giap,Matzel,M,1993-04-25,10806,d002,1993-04-25,1994-04-08,10806,70354,1998-04-24,1999-04-24,d002,Finance
10806,1958-10-17,Giap,Matzel,M,1993-04-25,10806,d002,1993-04-25,1994-04-08,10806,70385,1999-04-24,2000-04-23,d002,Finance
10806,1958-10-17,Giap,Matzel,M,1993-04-25,10806,d002,1993-04-25,1994-04-08,10806,71576,2000-04-23,2001-04-23,d002,Finance
10806,1958-10-17,Giap,Matzel,M,1993-04-25,10806,d002,1993-04-25,1994-04-08,10806,76058,2001-04-23,2002-04-23,d002,Finance
10806,1958-10-17,Giap,Matzel,M,1993-04-25,10806,d002,1993-04-25,1994-04-08,10806,79396,2002-04-23,9999-01-01,d002,Finance
10827,1953-09-25,Willard,Danley,M,1996-11-07,10827,d002,1996-11-07,9999-01-01,10827,61376,1997-11-07,1998-11-07,d002,Finance
10827,1953-09-25,Willard,Danley,M,1996-11-07,10827,d002,1996-11-07,9999-01-01,10827,64236,1998-11-07,1999-11-07,d002,Finance
10827,1953-09-25,Willard,Danley,M,1996-11-07,10827,d002,1996-11-07,9999-01-01,10827,64153,1999-11-07,2000-11-06,d002,Finance
10827,1953-09-25,Willard,Danley,M,1996-11-07,10827,d002,1996-11-07,9999-01-01,10827,65041,2000-11-06,2001-11-06,d002,Finance
10827,1953-09-25,Willard,Danley,M,1996-11-07,10827,d002,1996-11-07,9999-01-01,10827,65206,2001-11-06,9999-01-01,d002,Finance
10850,1963-01-01,Florina,Schapire,F,1990-04-22,10850,d002,1990-04-22,1995-05-11,10850,64525,1990-04-22,1991-04-22,d002,Finance
10850,1963-01-01,Florina,Schapire,F,1990-04-22,10850,d002,1990-04-22,1995-05-11,10850,66066,1991-04-22,1992-04-21,d002,Finance
10850,1963-01-01,Florina,Schapire,F,1990-04-22,10850,d002,1990-04-22,1995-05-11,10850,65613,1992-04-21,1993-04-21,d002,Finance
10850,1963-01-01,Florina,Schapire,F,1990-04-22,10850,d002,1990-04-22,1995-05-11,10850,67801,1993-04-21,1994-04-21,d002,Finance
10850,1963-01-01,Florina,Schapire,F,1990-04-22,10850,d002,1990-04-22,1995-05-11,10850,70767,1994-04-21,1995-04-21,d002,Finance
10850,1963-01-01,Florina,Schapire,F,1990-04-22,10850,d002,1990-04-22,1995-05-11,10850,73653,1995-04-21,1995-05-11,d002,Finance
10866,1959-12-13,Fayez,Yeung,F,1990-12-27,10866,d002,1990-12-27,9999-01-01,10866,61624,1994-12-26,1995-12-26,d002,Finance
10866,1959-12-13,Fayez,Yeung,F,1990-12-27,10866,d002,1990-12-27,9999-01-01,10866,62082,1995-12-26,1996-12-25,d002,Finance
10866,1959-12-13,Fayez,Yeung,F,1990-12-27,10866,d002,1990-12-27,9999-01-01,10866,61795,1996-12-25,1997-12-25,d002,Finance
10866,1959-12-13,Fayez,Yeung,F,1990-12-27,10866,d002,1990-12-27,9999-01-01,10866,61382,1997-12-25,1998-12-25,d002,Finance
10866,1959-12-13,Fayez,Yeung,F,1990-12-27,10866,d002,1990-12-27,9999-01-01,10866,62245,1998-12-25,1999-12-25,d002,Finance
10866,1959-12-13,Fayez,Yeung,F,1990-12-27,10866,d002,1990-12-27,9999-01-01,10866,63665,1999-12-25,2000-12-24,d002,Finance
10866,1959-12-13,Fayez,Yeung,F,1990-12-27,10866,d002,1990-12-27,9999-01-01,10866,64370,2000-12-24,2001-12-24,d002,Finance
10866,1959-12-13,Fayez,Yeung,F,1990-12-27,10866,d002,1990-12-27,9999-01-01,10866,66411,2001-12-24,9999-01-01,d002,Finance
10872,1952-02-21,Karoline,Speel,F,1990-09-06,10872,d002,1990-09-06,9999-01-01,10872,61261,1999-09-04,2000-09-03,d002,Finance
10872,1952-02-21,Karoline,Speel,F,1990-09-06,10872,d002,1990-09-06,9999-01-01,10872,62096,2000-09-03,2001-09-03,d002,Finance
10872,1952-02-21,Karoline,Speel,F,1990-09-06,10872,d002,1990-09-06,9999-01-01,10872,62584,2001-09-03,9999-01-01,d002,Finance
10873,1952-07-09,Sukumar,Wegerle,M,1994-03-23,10873,d002,1994-03-23,9999-01-01,10873,65835,1994-03-23,1995-03-23,d002,Finance
10873,1952-07-09,Sukumar,Wegerle,M,1994-03-23,10873,d002,1994-03-23,9999-01-01,10873,65875,1995-03-23,1996-03-22,d002,Finance
10873,1952-07-09,Sukumar,Wegerle,M,1994-03-23,10873,d002,1994-03-23,9999-01-01,10873,67339,1996-03-22,1997-03-22,d002,Finance
10873,1952-07-09,Sukumar,Wegerle,M,1994-03-23,10873,d002,1994-03-23,9999-01-01,10873,70034,1997-03-22,1998-03-22,d002,Finance
10873,1952-07-09,Sukumar,Wegerle,M,1994-03-23,10873,d002,1994-03-23,9999-01-01,10873,73679,1998-03-22,1999-03-22,d002,Finance
10873,1952-07-09,Sukumar,Wegerle,M,1994-03-23,10873,d002,1994-03-23,9999-01-01,10873,75090,1999-03-22,2000-03-21,d002,Finance
10873,1952-07-09,Sukumar,Wegerle,M,1994-03-23,10873,d002,1994-03-23,9999-01-01,10873,76315,2000-03-21,2001-03-21,d002,Finance
10873,1952-07-09,Sukumar,Wegerle,M,1994-03-23,10873,d002,1994-03-23,9999-01-01,10873,79818,2001-03-21,2002-03-21,d002,Finance
10873,1952-07-09,Sukumar,Wegerle,M,1994-03-23,10873,d002,1994-03-23,9999-01-01,10873,84060,2002-03-21,9999-01-01,d002,Finance
